campaign_touch_id,activity_month,vehicle_segment,model_year_position,powertrain_focus,primary_channel,secondary_channel_syndicated_flag,shopper_intent_decile,market_region_tier,nameplate_lifecycle_stage,incentive_program_pressure_band,competitive_conquest_intensity_band,days_supply_inventory_proxy_band,auto_loan_rate_environment_band,personalization_depth_band,dealer_cosponsored_local_campaign_flag,days_since_last_brand_engagement,major_auto_show_or_event_window_flag,ev_adoption_maturity_region_band,ad_frequency_saturation_risk_band,certified_preowned_vs_new_intent_context,credit_availability_consumer_stress_band,multicultural_locale_creative_match_flag,qualified_marketing_milestone_achieved
AMK-00044026,2024-08,Compact SUV / Crossover,Current Model Year,ICE,Paid Social,No,5,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Moderate,Tight – Under 30,Adverse – Rising APR,Segmented,No,43,No,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044027,2024-10,Full-Size Pickup,Current Model Year,BEV,Paid Social,No,1,US – Suburban / Secondary,Mid-Cycle Refresh,Moderate APR / Cash,High – New Entrants,Tight – Under 30,Flat,Segmented,No,42,No,Growing,Typical,New Vehicle Focus,Benign,Yes,0
AMK-00044028,2024-12,Full-Size Pickup,Current Model Year,PHEV,Programmatic Video / CTV,No,4,Canada,Runout / End of Generation,Moderate APR / Cash,Moderate,Balanced,Favourable vs Prior Quarter,Segmented,No,42,No,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044029,2023-12,Compact SUV / Crossover,Current Model Year,ICE,Paid Social,No,8,US – Rural / Exurban,Steady State,Light Incentives,Moderate,High – Over 60,Adverse – Rising APR,1:1 Next-Best-Offer,No,41,No,Growing,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044030,2024-08,Compact SUV / Crossover,Current Model Year,Hybrid,Programmatic Video / CTV,No,3,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Moderate,Tight – Under 30,Adverse – Rising APR,Generic,Yes,34,No,Growing,Low Exposure,CPO / Used Consideration,Benign,No,0
AMK-00044031,2022-05,EV Crossover,Current Model Year,BEV,Paid Search,Yes,5,US – Major Metro,Runout / End of Generation,Moderate APR / Cash,High – New Entrants,High – Over 60,Flat,1:1 Next-Best-Offer,Yes,35,Yes,Mature EV Penetration,Typical,Mixed / Undecided,Constrained,Yes,0
AMK-00044032,2022-07,Midsize Sedan,Current Model Year,Hybrid,Paid Search,No,8,US – Suburban / Secondary,Mid-Cycle Refresh,Moderate APR / Cash,Low,Balanced,Flat,1:1 Next-Best-Offer,No,40,No,Growing,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044033,2022-04,Midsize Sedan,Current Model Year,ICE,Programmatic Video / CTV,No,7,Other Market,Steady State,Moderate APR / Cash,Moderate,Tight – Under 30,Adverse – Rising APR,Segmented,No,49,No,Early Market,Typical,New Vehicle Focus,Benign,No,0
AMK-00044034,2023-08,Compact SUV / Crossover,Next MY Pre-Order,BEV,Email – CRM,No,10,US – Major Metro,Steady State,Moderate APR / Cash,Moderate,High – Over 60,Favourable vs Prior Quarter,1:1 Next-Best-Offer,No,40,No,Early Market,Typical,New Vehicle Focus,Constrained,Yes,0
AMK-00044035,2024-04,Full-Size Pickup,Current Model Year,ICE,Programmatic Video / CTV,No,6,US – Rural / Exurban,Mid-Cycle Refresh,Moderate APR / Cash,Low,Tight – Under 30,Adverse – Rising APR,1:1 Next-Best-Offer,Yes,35,No,Mature EV Penetration,Low Exposure,Mixed / Undecided,Tightening,No,0
AMK-00044036,2024-12,Midsize / 3-Row SUV,Prior Year Closeout,BEV,Paid Social,No,4,US – Major Metro,Steady State,Light Incentives,Moderate,Balanced,Flat,1:1 Next-Best-Offer,Yes,41,No,Mature EV Penetration,Typical,CPO / Used Consideration,Benign,Yes,0
AMK-00044037,2022-02,Midsize / 3-Row SUV,Current Model Year,ICE,Paid Search,No,1,US – Major Metro,Steady State,Moderate APR / Cash,Moderate,Balanced,Flat,Segmented,No,43,No,Mature EV Penetration,Typical,New Vehicle Focus,Benign,Yes,0
AMK-00044038,2023-10,Full-Size Pickup,Current Model Year,PHEV,OEM Website / App,No,10,US – Suburban / Secondary,Runout / End of Generation,Moderate APR / Cash,Moderate,Tight – Under 30,Flat,Segmented,Yes,37,No,Mature EV Penetration,Low Exposure,New Vehicle Focus,Benign,Yes,1
AMK-00044039,2023-03,Full-Size Pickup,Current Model Year,ICE,Dealer Co-op – Local Digital,No,10,US – Major Metro,Mid-Cycle Refresh,Light Incentives,Moderate,High – Over 60,Adverse – Rising APR,Generic,Yes,41,No,Growing,Low Exposure,CPO / Used Consideration,Benign,No,0
AMK-00044040,2022-12,Compact SUV / Crossover,Current Model Year,BEV,Paid Social,Yes,7,Other Market,New Launch / Fresh Reveal,Light Incentives,Low,Balanced,Adverse – Rising APR,Generic,No,32,Yes,Growing,High Fatigue Risk,Mixed / Undecided,Benign,Yes,0
AMK-00044041,2025-01,Midsize / 3-Row SUV,Prior Year Closeout,ICE,Email – CRM,No,6,US – Rural / Exurban,Steady State,Moderate APR / Cash,High – New Entrants,Balanced,Favourable vs Prior Quarter,Generic,Yes,44,Yes,Early Market,Low Exposure,New Vehicle Focus,Benign,No,0
AMK-00044042,2024-09,Performance / Specialty,Current Model Year,ICE,Paid Social,Yes,3,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,Moderate,Tight – Under 30,Flat,Segmented,Yes,35,Yes,Early Market,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044043,2024-08,Compact SUV / Crossover,Current Model Year,Hybrid,Auto Show / Experiential,Yes,1,US – Rural / Exurban,Mid-Cycle Refresh,Light Incentives,Moderate,High – Over 60,Adverse – Rising APR,Generic,No,35,No,Growing,Low Exposure,New Vehicle Focus,Constrained,No,0
AMK-00044044,2022-03,EV Crossover,Current Model Year,PHEV,Programmatic Video / CTV,No,2,US – Suburban / Secondary,Mid-Cycle Refresh,Light Incentives,Moderate,Balanced,Adverse – Rising APR,Segmented,Yes,36,No,Growing,Typical,Mixed / Undecided,Tightening,No,0
AMK-00044045,2024-08,Midsize / 3-Row SUV,Current Model Year,ICE,Paid Social,No,4,Canada,New Launch / Fresh Reveal,Heavy Stair-Step Risk,Low,Tight – Under 30,Flat,Generic,Yes,36,Yes,Mature EV Penetration,Typical,CPO / Used Consideration,Constrained,Yes,0
AMK-00044046,2022-08,Performance / Specialty,Current Model Year,BEV,Email – CRM,No,6,Canada,Steady State,Light Incentives,Moderate,High – Over 60,Flat,Segmented,Yes,57,No,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044047,2024-11,Midsize Sedan,Current Model Year,BEV,Email – CRM,No,2,US – Major Metro,Mid-Cycle Refresh,Heavy Stair-Step Risk,Moderate,Balanced,Flat,Segmented,No,31,No,Early Market,Typical,CPO / Used Consideration,Benign,Yes,0
AMK-00044048,2022-07,EV Crossover,Current Model Year,ICE,OEM Website / App,No,3,US – Major Metro,Steady State,Light Incentives,Moderate,Tight – Under 30,Adverse – Rising APR,Segmented,No,39,No,Early Market,Typical,CPO / Used Consideration,Benign,Yes,0
AMK-00044049,2022-07,EV Crossover,Prior Year Closeout,BEV,Paid Search,No,3,US – Rural / Exurban,Steady State,Light Incentives,Low,Balanced,Flat,Segmented,Yes,40,No,Early Market,Typical,New Vehicle Focus,Benign,No,0
AMK-00044050,2023-02,Compact SUV / Crossover,Current Model Year,ICE,Dealer Co-op – Local Digital,No,4,US – Suburban / Secondary,New Launch / Fresh Reveal,Moderate APR / Cash,Moderate,Balanced,Adverse – Rising APR,Segmented,Yes,34,No,Early Market,Low Exposure,New Vehicle Focus,Benign,Yes,0
AMK-00044051,2023-06,EV Crossover,Prior Year Closeout,BEV,OEM Website / App,No,9,US – Major Metro,Runout / End of Generation,Light Incentives,Moderate,High – Over 60,Flat,Segmented,Yes,49,No,Mature EV Penetration,Low Exposure,CPO / Used Consideration,Tightening,No,1
AMK-00044052,2022-06,Midsize / 3-Row SUV,Current Model Year,BEV,Dealer Co-op – Local Digital,No,3,US – Rural / Exurban,Steady State,Moderate APR / Cash,High – New Entrants,Balanced,Adverse – Rising APR,1:1 Next-Best-Offer,Yes,32,No,Growing,Typical,New Vehicle Focus,Tightening,No,1
AMK-00044053,2025-08,Compact SUV / Crossover,Prior Year Closeout,ICE,Paid Social,No,9,US – Major Metro,New Launch / Fresh Reveal,Light Incentives,Moderate,High – Over 60,Favourable vs Prior Quarter,Segmented,Yes,44,No,Growing,Typical,New Vehicle Focus,Benign,No,0
AMK-00044054,2023-01,Midsize / 3-Row SUV,Current Model Year,BEV,Auto Show / Experiential,Yes,4,US – Major Metro,Mid-Cycle Refresh,Heavy Stair-Step Risk,Moderate,Balanced,Flat,Segmented,No,43,No,Mature EV Penetration,Typical,CPO / Used Consideration,Constrained,Yes,0
AMK-00044055,2023-11,Midsize / 3-Row SUV,Current Model Year,ICE,Paid Social,No,9,Other Market,New Launch / Fresh Reveal,Light Incentives,Moderate,High – Over 60,Adverse – Rising APR,1:1 Next-Best-Offer,Yes,33,No,Growing,Low Exposure,New Vehicle Focus,Tightening,No,0
AMK-00044056,2023-07,Compact SUV / Crossover,Current Model Year,ICE,Paid Search,Yes,9,US – Major Metro,Steady State,Light Incentives,Low,Tight – Under 30,Adverse – Rising APR,Segmented,No,39,No,Mature EV Penetration,High Fatigue Risk,Mixed / Undecided,Tightening,No,0
AMK-00044057,2025-03,EV Crossover,Current Model Year,Hybrid,Auto Show / Experiential,No,3,US – Major Metro,Steady State,Light Incentives,Low,Tight – Under 30,Flat,Segmented,No,45,No,Early Market,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044058,2022-02,Compact SUV / Crossover,Next MY Pre-Order,ICE,Email – CRM,Yes,3,US – Rural / Exurban,Mid-Cycle Refresh,Moderate APR / Cash,Moderate,Tight – Under 30,Adverse – Rising APR,Generic,No,37,No,Growing,Low Exposure,New Vehicle Focus,Benign,No,0
AMK-00044059,2023-11,Full-Size Pickup,Current Model Year,ICE,Programmatic Video / CTV,No,4,US – Major Metro,Steady State,Light Incentives,Moderate,Balanced,Favourable vs Prior Quarter,Generic,Yes,36,No,Early Market,Low Exposure,New Vehicle Focus,Constrained,Yes,0
AMK-00044060,2024-11,EV Crossover,Prior Year Closeout,ICE,Paid Social,No,10,US – Major Metro,Mid-Cycle Refresh,Light Incentives,Moderate,High – Over 60,Favourable vs Prior Quarter,Generic,No,40,No,Growing,Low Exposure,Mixed / Undecided,Tightening,No,0
AMK-00044061,2023-08,Full-Size Pickup,Current Model Year,ICE,Programmatic Video / CTV,No,10,US – Major Metro,Mid-Cycle Refresh,Light Incentives,Low,Balanced,Favourable vs Prior Quarter,Generic,No,29,No,Mature EV Penetration,Typical,CPO / Used Consideration,Tightening,Yes,1
AMK-00044062,2022-12,Compact SUV / Crossover,Current Model Year,BEV,Paid Search,No,8,Other Market,Steady State,Moderate APR / Cash,Low,High – Over 60,Flat,Segmented,Yes,43,No,Mature EV Penetration,Low Exposure,New Vehicle Focus,Constrained,Yes,0
AMK-00044063,2022-06,Midsize / 3-Row SUV,Current Model Year,ICE,Programmatic Video / CTV,No,8,US – Rural / Exurban,Steady State,Moderate APR / Cash,Moderate,Balanced,Flat,1:1 Next-Best-Offer,Yes,39,No,Early Market,Low Exposure,Mixed / Undecided,Benign,Yes,0
AMK-00044064,2024-03,Midsize / 3-Row SUV,Next MY Pre-Order,Hybrid,Paid Social,Yes,5,Canada,Steady State,Heavy Stair-Step Risk,Low,Balanced,Adverse – Rising APR,1:1 Next-Best-Offer,No,28,No,Mature EV Penetration,Low Exposure,Mixed / Undecided,Benign,Yes,0
AMK-00044065,2025-08,Midsize Sedan,Prior Year Closeout,Hybrid,Paid Search,No,10,Canada,Steady State,Light Incentives,Low,High – Over 60,Adverse – Rising APR,Segmented,No,40,No,Mature EV Penetration,High Fatigue Risk,Mixed / Undecided,Benign,No,1
AMK-00044066,2025-10,EV Crossover,Prior Year Closeout,ICE,Dealer Co-op – Local Digital,Yes,5,US – Rural / Exurban,Steady State,Heavy Stair-Step Risk,Moderate,Balanced,Flat,Segmented,Yes,37,No,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044067,2025-08,Compact SUV / Crossover,Next MY Pre-Order,ICE,Paid Social,No,1,Canada,New Launch / Fresh Reveal,Heavy Stair-Step Risk,Moderate,High – Over 60,Flat,Generic,No,44,No,Early Market,Typical,New Vehicle Focus,Benign,No,0
AMK-00044068,2023-11,Midsize / 3-Row SUV,Current Model Year,ICE,Programmatic Video / CTV,No,9,US – Suburban / Secondary,Steady State,Light Incentives,Low,High – Over 60,Favourable vs Prior Quarter,1:1 Next-Best-Offer,No,26,No,Early Market,Typical,New Vehicle Focus,Tightening,No,1
AMK-00044069,2024-04,Compact SUV / Crossover,Current Model Year,BEV,Paid Social,Yes,9,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Low,Balanced,Adverse – Rising APR,Segmented,No,31,No,Growing,High Fatigue Risk,New Vehicle Focus,Benign,Yes,1
AMK-00044070,2023-06,Midsize Sedan,Next MY Pre-Order,BEV,Paid Search,No,8,US – Suburban / Secondary,Steady State,Light Incentives,Moderate,Balanced,Adverse – Rising APR,Segmented,No,26,No,Early Market,Low Exposure,New Vehicle Focus,Benign,No,1
AMK-00044071,2022-04,Compact SUV / Crossover,Current Model Year,ICE,Email – CRM,No,6,Canada,Steady State,Light Incentives,Moderate,Balanced,Flat,Segmented,No,43,Yes,Mature EV Penetration,Typical,CPO / Used Consideration,Benign,Yes,0
AMK-00044072,2024-02,Midsize / 3-Row SUV,Current Model Year,Hybrid,Paid Social,No,2,US – Rural / Exurban,Steady State,Light Incentives,High – New Entrants,High – Over 60,Adverse – Rising APR,Segmented,No,45,No,Mature EV Penetration,Typical,New Vehicle Focus,Benign,No,0
AMK-00044073,2023-05,Compact SUV / Crossover,Current Model Year,BEV,Auto Show / Experiential,No,9,Canada,Steady State,Heavy Stair-Step Risk,Low,Balanced,Favourable vs Prior Quarter,Segmented,Yes,36,No,Growing,Typical,CPO / Used Consideration,Tightening,No,0
AMK-00044074,2022-05,Midsize / 3-Row SUV,Prior Year Closeout,ICE,Programmatic Video / CTV,Yes,2,US – Rural / Exurban,Steady State,Moderate APR / Cash,Moderate,Tight – Under 30,Flat,Segmented,Yes,40,No,Early Market,Typical,New Vehicle Focus,Benign,No,1
AMK-00044075,2023-12,Compact SUV / Crossover,Current Model Year,ICE,Paid Social,No,9,Other Market,Steady State,Light Incentives,Low,High – Over 60,Adverse – Rising APR,Segmented,No,30,No,Mature EV Penetration,Typical,CPO / Used Consideration,Tightening,No,0
AMK-00044076,2024-08,Midsize / 3-Row SUV,Current Model Year,PHEV,OEM Website / App,No,10,US – Suburban / Secondary,Steady State,Moderate APR / Cash,High – New Entrants,Balanced,Flat,1:1 Next-Best-Offer,No,38,No,Early Market,Low Exposure,Mixed / Undecided,Tightening,Yes,0
AMK-00044077,2025-05,Midsize / 3-Row SUV,Next MY Pre-Order,ICE,Paid Search,No,7,US – Rural / Exurban,New Launch / Fresh Reveal,Moderate APR / Cash,Moderate,Tight – Under 30,Flat,Generic,Yes,43,Yes,Mature EV Penetration,Low Exposure,New Vehicle Focus,Benign,Yes,0
AMK-00044078,2024-05,Midsize / 3-Row SUV,Current Model Year,BEV,Dealer Co-op – Local Digital,No,5,US – Major Metro,Steady State,Light Incentives,Low,Tight – Under 30,Adverse – Rising APR,Segmented,No,48,No,Mature EV Penetration,High Fatigue Risk,New Vehicle Focus,Benign,Yes,0
AMK-00044079,2023-09,EV Crossover,Current Model Year,Hybrid,Dealer Co-op – Local Digital,Yes,6,US – Suburban / Secondary,Steady State,Light Incentives,Moderate,Balanced,Flat,Segmented,No,48,No,Early Market,Low Exposure,New Vehicle Focus,Benign,No,0
AMK-00044080,2022-10,Compact SUV / Crossover,Current Model Year,Hybrid,Paid Social,Yes,3,Other Market,Mid-Cycle Refresh,Moderate APR / Cash,Moderate,Tight – Under 30,Favourable vs Prior Quarter,1:1 Next-Best-Offer,No,31,No,Growing,Typical,New Vehicle Focus,Tightening,No,1
AMK-00044081,2023-04,Midsize / 3-Row SUV,Prior Year Closeout,BEV,Paid Social,Yes,8,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Moderate,High – Over 60,Favourable vs Prior Quarter,Segmented,No,41,No,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044082,2023-09,EV Crossover,Current Model Year,ICE,Email – CRM,Yes,10,US – Major Metro,Mid-Cycle Refresh,Moderate APR / Cash,Moderate,High – Over 60,Favourable vs Prior Quarter,Generic,No,36,No,Mature EV Penetration,Typical,Mixed / Undecided,Tightening,No,0
AMK-00044083,2024-06,EV Crossover,Current Model Year,PHEV,Paid Social,Yes,5,US – Rural / Exurban,Runout / End of Generation,Light Incentives,Low,Balanced,Adverse – Rising APR,Segmented,No,47,No,Growing,Typical,Mixed / Undecided,Benign,Yes,0
AMK-00044084,2022-03,EV Crossover,Current Model Year,Hybrid,Programmatic Video / CTV,No,7,US – Rural / Exurban,Steady State,Light Incentives,Low,Balanced,Flat,Generic,Yes,46,No,Mature EV Penetration,High Fatigue Risk,New Vehicle Focus,Tightening,No,0
AMK-00044085,2023-10,Compact SUV / Crossover,Current Model Year,Hybrid,Programmatic Video / CTV,Yes,8,US – Major Metro,New Launch / Fresh Reveal,Moderate APR / Cash,Moderate,Balanced,Flat,Segmented,No,33,No,Early Market,Typical,CPO / Used Consideration,Tightening,No,1
AMK-00044086,2023-05,Compact SUV / Crossover,Prior Year Closeout,Hybrid,Paid Search,No,6,US – Major Metro,New Launch / Fresh Reveal,Light Incentives,Moderate,Balanced,Flat,Segmented,Yes,30,No,Early Market,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00044087,2025-06,Compact SUV / Crossover,Current Model Year,ICE,Programmatic Video / CTV,No,7,US – Suburban / Secondary,New Launch / Fresh Reveal,Heavy Stair-Step Risk,Moderate,Balanced,Favourable vs Prior Quarter,Segmented,No,48,No,Growing,Low Exposure,CPO / Used Consideration,Tightening,No,1
AMK-00044088,2022-09,EV Crossover,Current Model Year,ICE,Email – CRM,Yes,9,US – Major Metro,Steady State,Light Incentives,Moderate,Balanced,Flat,Segmented,No,35,No,Early Market,Low Exposure,CPO / Used Consideration,Constrained,Yes,0
AMK-00044089,2024-09,Midsize Sedan,Prior Year Closeout,PHEV,Paid Search,No,4,US – Major Metro,Steady State,Moderate APR / Cash,Moderate,Balanced,Favourable vs Prior Quarter,1:1 Next-Best-Offer,No,41,No,Growing,Low Exposure,CPO / Used Consideration,Tightening,No,0
AMK-00044090,2024-01,Midsize / 3-Row SUV,Current Model Year,BEV,Email – CRM,Yes,7,US – Major Metro,Steady State,Light Incentives,High – New Entrants,High – Over 60,Adverse – Rising APR,1:1 Next-Best-Offer,No,35,Yes,Growing,Typical,Mixed / Undecided,Benign,No,0
AMK-00044091,2023-04,Full-Size Pickup,Current Model Year,BEV,Paid Search,No,4,US – Suburban / Secondary,Runout / End of Generation,Moderate APR / Cash,High – New Entrants,Balanced,Flat,Segmented,Yes,38,No,Early Market,Low Exposure,New Vehicle Focus,Benign,No,0
AMK-00044092,2024-03,EV Crossover,Current Model Year,ICE,Programmatic Video / CTV,No,1,US – Major Metro,Steady State,Light Incentives,Moderate,Balanced,Flat,1:1 Next-Best-Offer,Yes,41,No,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,Yes,1
AMK-00044093,2023-03,Compact SUV / Crossover,Prior Year Closeout,Hybrid,Paid Search,Yes,1,US – Suburban / Secondary,Mid-Cycle Refresh,Light Incentives,Low,High – Over 60,Flat,Segmented,No,36,No,Growing,Typical,New Vehicle Focus,Benign,No,0
AMK-00044094,2025-10,Midsize / 3-Row SUV,Current Model Year,ICE,Dealer Co-op – Local Digital,Yes,8,US – Major Metro,New Launch / Fresh Reveal,Light Incentives,Low,Tight – Under 30,Flat,Segmented,Yes,55,No,Mature EV Penetration,Low Exposure,New Vehicle Focus,Tightening,Yes,0
AMK-00044095,2023-04,EV Crossover,Current Model Year,Hybrid,Dealer Co-op – Local Digital,No,1,US – Suburban / Secondary,Mid-Cycle Refresh,Light Incentives,Moderate,High – Over 60,Favourable vs Prior Quarter,Segmented,Yes,36,No,Mature EV Penetration,Typical,CPO / Used Consideration,Benign,No,1
AMK-00044096,2022-04,EV Crossover,Current Model Year,BEV,Paid Social,Yes,5,US – Suburban / Secondary,Runout / End of Generation,Light Incentives,High – New Entrants,Balanced,Adverse – Rising APR,Segmented,No,42,No,Mature EV Penetration,High Fatigue Risk,CPO / Used Consideration,Constrained,No,0
AMK-00044097,2024-03,Compact SUV / Crossover,Current Model Year,ICE,Email – CRM,No,3,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,High – New Entrants,Balanced,Adverse – Rising APR,Segmented,Yes,37,No,Growing,Low Exposure,New Vehicle Focus,Constrained,Yes,0
AMK-00044098,2025-05,Midsize / 3-Row SUV,Next MY Pre-Order,BEV,Programmatic Video / CTV,Yes,5,US – Rural / Exurban,Steady State,Heavy Stair-Step Risk,Low,Balanced,Adverse – Rising APR,Segmented,Yes,41,No,Early Market,High Fatigue Risk,New Vehicle Focus,Benign,Yes,0
AMK-00044099,2025-09,EV Crossover,Next MY Pre-Order,PHEV,Programmatic Video / CTV,No,2,US – Major Metro,Runout / End of Generation,Moderate APR / Cash,High – New Entrants,Tight – Under 30,Flat,Segmented,Yes,29,No,Early Market,Typical,CPO / Used Consideration,Benign,No,0
AMK-00044100,2024-08,Midsize / 3-Row SUV,Current Model Year,ICE,OEM Website / App,Yes,2,US – Major Metro,Mid-Cycle Refresh,Heavy Stair-Step Risk,Moderate,Tight – Under 30,Favourable vs Prior Quarter,Segmented,Yes,38,No,Mature EV Penetration,Low Exposure,New Vehicle Focus,Tightening,No,0
